,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h,Decay Rate mV/h
89,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.31858765,44.68141235,0,0,25,2880 ,1,0,0,0,220,360,0,0,0,0,4,0,0,1,1,10,20,2.3
90,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,,1,0,0,1,800,60,0,1,0,0,0.3,0,0,0,0.1,10,1.677,53.89
91,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,80,600 ,0,0,0,0,600,120,0,0,1,0,0.35,0.3619,0,0,1,10,40,1.03
92,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,80,600 ,0,0,0,0,600,120,0,0,1,0,0.175,0.17885,0,0,1,5,20,-0.05
93,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,80,600 ,0,0,0,0,600,120,0,0,1,0,0.175,0.18095,0,0,1,5,20,-1.25
94,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,80,600 ,0,0,0,0,600,120,0,0,1,0,0.175,0.175525,0,0,1,5,20,-0.45
95,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,25,,1,0,0,1,1200,30,0,0,0,0,0.266666667,0.4,0,0,0.1,10,6,2.17
96,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,1,1200,30,0,0,0,0,0.18,0.72,0,0,0.1,10,6,5.17
97,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,,1,0,0,1,900,720,0,0,0,0,0.136666667,0.546666667,0,0,0.1,10,6,7.5
98,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,220,720 ,0,0,0,0,400,720,0,0,0,0,0.2,0,0,1,0.1,10,10,10
99,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,220,720 ,0,0,0,0,400,720,0,0,0,0,0.2,0,0,1,0.1,10,10,10.8
100,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,200,120 ,0,0,1,0,25,0,0,0,0,0,0.05,0,0,0,1,10,4.276,29
101,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,45.39792207,45.39792207,0.092041559,0,80,360 ,1,0,0,0,400,60,0,0,0,0,0.12738,0,1,0,1,10,10,0.12
102,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,45.39792207,45.39792207,0.092041559,0,80,360 ,1,0,0,0,400,60,0,0,0,0,0.12738,0,1,0,1,50,10,0.7
103,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,45.39792207,45.39792207,0.092041559,0,80,360 ,1,0,0,0,400,60,0,0,0,0,0.12738,0,1,0,1,100,10,0.8
104,101.07,44,5,8,7.5,2.2,7,134,183.84,74,6,6,7.98,2.36,4,141,167.529,68,6,3,6.108,1.23,10,178,0,0,0,0,0,0,0,0,70,20,0.1,0,80,720 ,0,0,0,0,400,120,0,0,0,0,0.33,0,0,1,1,10,500,0.11
105,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,30 ,1,0,0,0,300,120,0,1,0,0,0.0028,0.2772,0,0,1,5,1,267
106,101.07,44,5,8,7.5,2.2,7,134,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,160,30 ,1,0,1,0,400,120,0,0,0,0,0.0246,0.112066667,0,0,0.1,10,40,3.1
107,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,46.76409186,46.76409186,0.064718163,0,160,180 ,1,0,1,0,25,0,0,0,0,0,0.379,0,1,0,1,5,6,7.88
108,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,45.14106583,45.14106583,0.097178683,0,160,180 ,1,0,1,0,25,0,0,0,0,0,0.379,0,1,0,1,5,6,6.9
109,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,43.04932735,43.04932735,0.139013453,0,160,180 ,1,0,1,0,25,0,0,0,0,0,0.379,0,1,0,1,5,6,4.32
110,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,40.25157233,40.25157233,0.194968553,0,160,180 ,1,0,1,0,25,0,0,0,0,0,0.379,0,1,0,1,5,6,2.93
111,47.867,22,4,4,6.81,1.54,2,147,14.0067,7,2,15,14.48,3.04,0,92,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,36.31778058,36.31778058,0.273644388,0,160,180 ,1,0,1,0,25,0,0,0,0,0,0.379,0,1,0,1,5,6,6.17
112,137.327,56,6,2,5.19,0.89,10,222,192.217,77,6,9,9.1,2.2,7,136,140.904,59,6,3,5.76,1.13,10,182,0,0,0,0,0,0,0,0,50,37.5,0.125,0,25,,1,0,0,1,1150,1440,0,0,0,0,0.562,0,0,0,0.1,10,10,0.64
113,137.327,56,6,2,5.19,0.89,10,222,192.217,77,6,9,9.1,2.2,7,136,208.98,83,6,15,7.25,2.02,10,170,0,0,0,0,0,0,0,0,50,37.5,0.125,0,25,,1,0,0,1,900,1440,0,0,0,0,0.562,0,0,0,0.1,10,10,0.78
114,137.327,56,6,2,5.19,0.89,10,222,192.217,77,6,9,9.1,2.2,7,136,92.906,41,5,5,6.76,1.6,4,146,0,0,0,0,0,0,0,0,50,37.5,0.125,0,25,,1,0,0,1,1150,1440,0,0,0,0,0.562,0,0,0,0.1,10,10,3.03
115,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,0,220,180 ,1,0,1,0,25,0,0,0,0,0,0.05,0.2,0,0,1,1,122,0.54
116,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,0,0,220,180 ,1,0,1,0,25,0,0,0,0,0,0.05,0.2,0,0,1,10,40,1.85
117,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.86129964,11.13870036,0,0,150,720 ,1,0,0,0,700,360,0,0,0,0,0.9,0,0,0,1,0.5,30,0.5
118,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,300 ,0,0,1,0,150,60,0,0,0,0,0.0091,0.0182,0,0,1,10,12,1.61
119,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,300 ,0,0,1,0,400,60,0,0,0,0,0.0091,0.0182,0,0,1,10,12,3.03
120,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,76.94549085,16.33986928,0.067146399,0,160,30 ,1,0,0,0,250,120,0,1,0,0,0.0102,0.0408,1,0,0.1,1,15,3.66
121,192.217,77,6,9,9.1,2.2,7,136,140.904,59,6,3,5.76,1.13,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,100,,1,0,0,0,900,1440,0,0,0,0,0.057,0,0,0,0.1,10,2.77777777,24.84
122,192.217,77,6,9,9.1,2.2,7,136,144.242,60,6,3,6.31,1.14,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,100,,1,0,0,0,900,1440,0,0,0,0,0.057,0,0,0,0.1,10,2.77777777,37.44
123,91.224,40,5,4,6,1.33,2,160,101.07,44,5,8,7.5,2.2,7,134,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,99.45148038,0.274259811,0.002742598,0,120,1440 ,0,0,0,0,800,180,0,1,0,0,0.00204,0.39796,0,0,1,10,22,8.86
124,195.084,78,6,10,8.9,2.28,9,139,63.546,29,4,11,7.69,1.9,10,128,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,68.7,23.1,0.082,0,200,720 ,1,0,0,0,400,720,0,1,0,0,0.036404192,0.084943115,0,0,0.1,10,28.5,1.37
125,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,86.92484014,10.89596655,0.021791933,0,150,720 ,1,0,0,0,500,180,0,0,0,0,0.45,0,0,0,0.1,10,20,0.5
126,54.938,25,4,7,7.4,1.56,5,127,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,44.44444444,0,0,25,60 ,1,0,0,0,350,120,0,1,0,0,0.28,0,0,0,1,10,10,4.8
127,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,30,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,0,0.1,10,3,28.07
128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,60,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,0,0.1,10,3,26.58
129,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,80,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,0,0.1,10,3,8.41
130,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,100,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,0,0.1,10,3,7.42
131,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,30,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,1,0.1,10,8,4.05
132,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,60,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,1,0.1,10,8,3.94
133,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,80,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,1,0.1,10,8,3.05
134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0.333333333,0,100,2880 ,1,1,0,0,25,0,0,0,0,0,0.00392,0.01568,1,1,0.1,10,8,2.78
135,87.62,38,5,2,5.67,0.95,10,215,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,50,45,0.05,0,25,,1,0,0,1,1100,720,0,1,0,0,0.25477707,0.101910828,0,0,0.1,10,3,13
136,32.065,16,3,16,10.31,2.58,0,127,180.947,73,6,5,7.89,1.5,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,1,750,20160,0,1,0,0,1,0,0,1,1,10,2,41.5
137,32.065,16,3,16,10.31,2.58,0,127,180.947,73,6,5,7.89,1.5,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,1,900,20160,0,1,0,0,1,0,0,1,1,10,2,67.5
138,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.19677705,21.80322295,0,0,150,720 ,1,0,0,0,700,360,0,0,0,0,0.2264,0,0,0,1,10,20,0.55
139,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,32.065,16,3,16,10.31,2.58,0,127,0,0,0,0,0,0,0,0,73.28657643,20.43413585,0.062792877,0,150,720 ,1,0,0,0,700,360,0,1,0,0,0.2264,0,0,0,1,10,20,0.4
140,192.217,77,6,9,9.1,2.2,7,136,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,16.66666667,0,0,100,720 ,1,0,0,0,25,0,0,0,0,0,0.097,0,0,0,0.1,10,2,25.5
141,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,180,300 ,1,0,1,0,25,0,0,0,1,0,0.0125,0.0384554,0,0,0.1,5,2,229
142,138.905,57,6,3,5.5,1.1,1,187,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66584982,33.33415018,0,0,25,,1,0,0,1,1200,240,0,0,0,0,0.47157,0,0,0,0.1,10,16.66666667,5.7
143,54.938,25,4,7,7.4,1.56,5,127,79.904,35,4,17,11.8,2.96,10,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.96284297,29.03715703,0,0,25,,1,0,0,0,250,300,0,0,0,0,7.184,0,0,1,1,10,500,0.09
144,54.938,25,4,7,7.4,1.56,5,127,35.453,17,3,17,12.96,3.16,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.54086181,27.45913819,0,0,25,,1,0,0,0,250,300,0,0,0,0,7.032,0,0,1,1,10,77.5,2.74
145,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,63.546,29,4,11,7.69,1.9,10,128,196.966,79,6,11,9.19,2.54,10,144,28.57142857,28.57142857,0.285714286,0.142857143,260,40 ,1,0,1,0,25,0,0,0,0,0,0.019267823,0.077071291,0,0,0.1,10,24,2.89
146,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,63.546,29,4,11,7.69,1.9,10,128,196.966,79,6,11,9.19,2.54,10,144,57.14285714,28.57142857,0.071428571,0.071428571,260,40 ,1,0,1,0,25,0,0,0,0,0,0.019379845,0.07751938,0,0,0.1,10,24,2.95
147,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,50,25,0.25,0,260,40 ,1,0,1,0,25,0,0,0,0,0,0.011402509,0.045610034,0,0,0.1,10,24,5.16
148,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,25,30 ,1,0,0,0,450,15,0,0,0,0,0.089681528,0.179363056,0,0,0.1,1,0.277777,93.6
149,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,18.9984,9,2,17,18.6,3.98,0,73,0,0,0,0,0,0,0,0,73.73271889,18.43317972,0.078341014,0,25,0 ,1,0,0,0,400,240,0,0,0,0,0.3,0,0,1,2,14,24,3.67
150,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,240 ,0,0,0,0,350,240,0,0,0,0,5.04,0,0,1,1,100,68.9,4.12
151,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,240 ,0,0,0,0,350,300,0,0,0,0,5.04,0,0,1,1,100,56.4,5.04
152,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,240 ,0,0,0,0,350,60,0,1,0,0,5.04,0,0,1,1,100,8.8,32.27
153,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,65.38,30,4,12,9.35,1.65,10,138,0,0,0,0,0,0,0,0,63.22874558,34.02104156,0.027502129,0,85,480 ,1,0,0,0,1050,720,0,0,0,0,0.2038216,0.04076432,0,0,1,1,8.51,2.35
154,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,65.38,30,4,12,9.35,1.65,10,138,0,0,0,0,0,0,0,0,63.22874558,34.02104156,0.027502129,0,85,480 ,1,0,0,0,1050,720,0,0,0,0,0.2038216,0.04076432,0,0,1,10,6,6.17
155,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,140.116,58,6,3,6.91,1.12,1,181,0,0,0,0,0,0,0,0,74.45754127,21.22392134,0.043185374,0,150,720 ,0,0,0,0,400,300,0,0,0,0,0.081241565,0.118758435,1,1,0.1,10,8.333333333,10.9
156,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,140.116,58,6,3,6.91,1.12,1,181,0,0,0,0,0,0,0,0,71.37517754,20.34530187,0.082795206,0,150,720 ,0,0,0,0,400,300,0,0,0,0,0.075942783,0.124057217,1,1,0.1,10,8.333333333,10.43
157,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,140.116,58,6,3,6.91,1.12,1,181,0,0,0,0,0,0,0,0,68.53787385,19.5365361,0.1192559,0,150,720 ,0,0,0,0,400,300,0,0,0,0,0.070712401,0.129287599,1,1,0.1,10,8.333333333,7.42
158,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,140.116,58,6,3,6.91,1.12,1,181,0,0,0,0,0,0,0,0,65.91752267,18.78961207,0.152928653,0,150,720 ,0,0,0,0,400,300,0,0,0,0,0.065425532,0.134574468,1,1,0.1,10,8.333333333,6.81
159,63.546,29,4,11,7.69,1.9,10,128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,41.66666667,0,0,200,300 ,0,0,1,0,25,0,0,0,0,1,0.088,0.352,0,0,0.1,10,10,4.7
160,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,16.66666667,0,0,25,,0,0,0,0,1100,1.166666667,0,0,1,0,0.0258,0,0,1,0.1,1,100,-0.01
161,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,16.66666667,0,0,25,,0,0,0,0,1100,1.166666667,0,0,1,0,0.0258,0,0,1,0.1,10,30,-0.07
162,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,480 ,0,0,0,0,900,120,0,1,0,0,0.048462,0.771538,0,1,1,10,10,4.6
163,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,480 ,0,0,0,0,900,120,0,1,0,0,0.048462,0.771538,0,1,1,500,10,5.4
164,138.905,57,6,3,5.5,1.1,1,187,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9865196,20.0134804,0,0,120,600 ,0,0,0,0,400,120,0,0,0,0,1,0,0,1,1,10,28,1.39
165,101.07,44,5,8,7.5,2.2,7,134,164.93,67,6,3,6.022,1.23,10,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,720 ,1,0,0,0,900,360,0,0,0,0,0.2,0,0,0,0.1,1,60,0.42
166,101.07,44,5,8,7.5,2.2,7,134,164.93,67,6,3,6.022,1.23,10,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,720 ,1,0,0,0,900,360,0,0,0,0,0.2,0,0,0,0.1,10,11,6.36
167,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,69.21815502,23.86226449,0.069195805,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,3.21
168,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,68.55952767,17.73299428,0.13707478,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,3.26
169,87.62,38,5,2,5.67,0.95,10,215,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,68.21739837,17.07448021,0.147081214,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,3.97
170,87.62,38,5,2,5.67,0.95,10,215,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,67.93104674,20.37273367,0.116962196,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,5.15
171,87.62,38,5,2,5.67,0.95,10,215,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,67.29657368,26.90993761,0.057934887,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,17.777,8.17
172,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.88955952,30.11044048,0,0,25,120 ,1,0,0,0,1200,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,5.88
173,63.546,29,4,11,7.69,1.9,10,128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.48381056,29.51618944,0,0,25,20 ,1,0,0,0,240,60,0,0,0,0,0.018577778,0.151187495,0,0,0.1,5,8.333333333,9.72
174,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,2880 ,1,1,0,0,25,0,0,0,0,0,0.00196,0.01764,1,0,0.1,1,15,2.13
175,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,2880 ,1,1,0,0,25,0,0,0,0,0,0.00196,0.01764,1,0,0.1,10,3,4.67
176,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,600 ,1,0,0,0,450,60,0,0,0,0,0.15,0,0,1,1,10,110,0.25
177,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,600 ,1,0,0,0,450,60,0,0,0,0,0.15,0,0,1,1,100,110,0.39
178,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,720 ,1,0,0,0,450,120,0,1,0,0,0.204,0,0,0,1,10,6,32.17
179,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,60 ,1,0,0,0,650,180,0,1,0,0,0.010791325,0.325387019,0,0,1,20,20,1.15
